,Data,Biossido di Azoto_Count_sensori,Biossido di Azoto_Indice numerico,Biossido di Azoto_Indice testuale,Biossido di Azoto_Valore_interesse,Biossido di Azoto_Valore_interesse_std,Biossido di Zolfo_Count_sensori,Biossido di Zolfo_Indice numerico,Biossido di Zolfo_Indice testuale,Biossido di Zolfo_Valore_interesse,Biossido di Zolfo_Valore_interesse_std,Ozono_Count_sensori,Ozono_Indice numerico,Ozono_Indice testuale,Ozono_Valore_interesse,Ozono_Valore_interesse_std,PM10 (SM2005)_Count_sensori,PM10 (SM2005)_Indice numerico,PM10 (SM2005)_Indice testuale,PM10 (SM2005)_Valore_interesse,PM10 (SM2005)_Valore_interesse_std,Particelle sospese PM2.5_Count_sensori,Particelle sospese PM2.5_Indice numerico,Particelle sospese PM2.5_Indice testuale,Particelle sospese PM2.5_Valore_interesse,Particelle sospese PM2.5_Valore_interesse_std,IQA_numerico,IQA
5333,2010-08-08,34,3,Buona,51.8,15.7,5,4,Molto Buona,14.6,9.3,19,2,Accettabile,135.5,8.8,14,4,Molto Buona,16.5,4.3,4,4,Molto Buona,7.8,2.9,2,Accettabile
5334,2010-08-09,35,3,Buona,59.7,23.7,7,4,Molto Buona,7.9,5.3,20,2,Accettabile,137.3,10.4,14,3,Buona,22.7,3.7,4,3,Buona,12.5,2.7,2,Accettabile
5335,2010-08-10,35,3,Buona,63.1,22.1,7,4,Molto Buona,4.4,3.1,20,2,Accettabile,155.2,11.1,14,3,Buona,28.4,5.2,4,3,Buona,17.2,2.9,2,Accettabile
5336,2010-08-11,35,3,Buona,54.1,22.8,7,4,Molto Buona,2.2,1.5,20,2,Accettabile,140.9,15.9,14,3,Buona,27.4,5.7,4,3,Buona,18.8,5.2,2,Accettabile
5337,2010-08-12,35,3,Buona,55.2,23.5,7,4,Molto Buona,2.0,1.4,19,3,Buona,100.9,11.5,13,4,Molto Buona,12.8,5.2,4,4,Molto Buona,8.8,4.2,3,Buona
5338,2010-08-13,35,3,Buona,41.9,15.9,7,4,Molto Buona,2.3,1.4,19,3,Buona,94.5,9.6,12,4,Molto Buona,10.2,3.1,4,4,Molto Buona,6.8,0.8,3,Buona
5339,2010-08-14,34,4,Molto Buona,30.8,12.5,7,4,Molto Buona,3.1,2.4,19,4,Molto Buona,60.8,7.4,14,4,Molto Buona,9.4,2.3,4,4,Molto Buona,4.5,1.8,4,Molto Buona
5340,2010-08-15,34,4,Molto Buona,24.5,15.7,7,4,Molto Buona,3.7,2.1,19,3,Buona,95.3,6.6,14,4,Molto Buona,7.3,5.1,4,4,Molto Buona,3.2,1.3,3,Buona
5341,2010-08-16,33,3,Buona,42.0,12.9,7,4,Molto Buona,3.0,1.2,19,3,Buona,94.3,11.9,14,4,Molto Buona,10.2,3.0,4,4,Molto Buona,6.2,0.8,3,Buona
5342,2010-08-17,33,3,Buona,44.8,14.6,7,4,Molto Buona,3.7,1.2,19,3,Buona,106.5,8.4,14,4,Molto Buona,14.2,3.7,4,4,Molto Buona,6.8,2.2,3,Buona
5343,2010-08-18,34,3,Buona,50.2,17.5,7,4,Molto Buona,4.5,2.4,19,3,Buona,115.6,9.4,13,3,Buona,21.5,3.5,3,3,Buona,11.7,1.2,3,Buona
5344,2010-08-19,35,3,Buona,44.6,17.1,7,4,Molto Buona,7.4,3.4,19,3,Buona,116.1,10.2,13,3,Buona,24.5,5.0,4,3,Buona,14.8,2.2,3,Buona
5345,2010-08-20,35,3,Buona,56.7,17.6,7,4,Molto Buona,4.1,1.6,19,3,Buona,97.9,11.3,12,3,Buona,31.7,4.0,4,3,Buona,19.0,3.2,3,Buona
5346,2010-08-21,35,3,Buona,66.5,24.3,7,4,Molto Buona,7.4,8.0,19,2,Accettabile,138.3,14.8,14,3,Buona,28.9,4.7,4,2,Accettabile,20.5,2.7,2,Accettabile
5347,2010-08-22,35,3,Buona,75.1,28.8,7,4,Molto Buona,3.5,1.8,19,2,Accettabile,145.2,14.3,14,3,Buona,27.7,4.6,4,3,Buona,18.5,1.5,2,Accettabile
5348,2010-08-23,35,3,Buona,73.2,31.0,7,4,Molto Buona,6.1,3.1,19,2,Accettabile,122.4,22.1,14,3,Buona,27.2,3.9,4,3,Buona,17.2,2.9,2,Accettabile
5349,2010-08-24,34,3,Buona,40.1,16.3,7,4,Molto Buona,8.3,6.8,18,3,Buona,97.9,11.6,14,3,Buona,23.5,4.0,4,3,Buona,13.0,1.0,3,Buona
5350,2010-08-25,34,3,Buona,70.1,22.2,7,4,Molto Buona,6.7,3.6,18,3,Buona,105.2,9.2,14,3,Buona,24.4,5.1,4,3,Buona,14.0,2.7,3,Buona
5351,2010-08-26,34,3,Buona,74.0,23.3,7,4,Molto Buona,4.4,1.7,19,2,Accettabile,143.3,17.9,13,3,Buona,28.6,4.7,4,3,Buona,19.0,2.2,2,Accettabile
5352,2010-08-27,35,3,Buona,44.6,17.3,7,4,Molto Buona,8.4,4.9,20,3,Buona,88.1,8.3,13,3,Buona,26.3,2.3,4,3,Buona,14.0,2.1,3,Buona
5353,2010-08-28,34,3,Buona,42.7,12.2,7,4,Molto Buona,5.1,3.6,20,3,Buona,83.1,7.5,12,4,Molto Buona,16.0,6.3,3,4,Molto Buona,8.7,1.7,3,Buona
5354,2010-08-29,33,3,Buona,63.5,29.2,7,4,Molto Buona,2.3,0.9,19,3,Buona,92.3,8.0,12,4,Molto Buona,10.7,3.0,3,4,Molto Buona,4.0,1.6,3,Buona
5355,2010-08-30,33,3,Buona,64.8,21.2,7,4,Molto Buona,6.5,6.5,20,4,Molto Buona,79.9,6.5,12,4,Molto Buona,11.5,3.7,2,4,Molto Buona,7.5,0.5,3,Buona
5356,2010-08-31,33,3,Buona,47.3,15.3,7,4,Molto Buona,12.2,21.2,20,3,Buona,83.9,6.7,13,4,Molto Buona,10.0,4.8,3,4,Molto Buona,5.3,0.9,3,Buona
5357,2010-09-01,33,2,Accettabile,109.0,30.4,7,4,Molto Buona,9.2,2.9,19,3,Buona,104.3,21.0,14,4,Molto Buona,19.4,4.7,3,3,Buona,12.0,1.6,2,Accettabile
5358,2010-09-02,35,2,Accettabile,111.1,33.2,7,4,Molto Buona,6.6,2.1,20,3,Buona,114.5,16.7,14,3,Buona,27.5,4.4,4,3,Buona,17.8,4.8,2,Accettabile
5359,2010-09-03,34,3,Buona,99.1,26.0,7,4,Molto Buona,5.7,2.0,19,2,Accettabile,126.8,15.6,14,3,Buona,33.0,4.3,4,3,Buona,16.8,4.7,2,Accettabile
5360,2010-09-04,34,3,Buona,85.1,28.2,7,4,Molto Buona,7.2,4.1,19,2,Accettabile,136.9,15.1,14,3,Buona,27.4,3.7,4,3,Buona,15.5,5.6,2,Accettabile
5361,2010-09-05,34,3,Buona,66.4,22.9,7,4,Molto Buona,3.3,1.6,19,3,Buona,114.8,12.3,13,3,Buona,26.1,3.7,3,3,Buona,15.0,4.1,3,Buona
5362,2010-09-06,35,3,Buona,58.0,24.0,7,4,Molto Buona,4.4,2.5,19,3,Buona,83.1,10.9,13,3,Buona,27.0,5.2,3,3,Buona,15.7,2.5,3,Buona
5363,2010-09-07,33,3,Buona,68.3,22.7,6,4,Molto Buona,3.6,2.1,17,4,Molto Buona,63.4,6.8,13,3,Buona,29.3,5.6,3,2,Accettabile,22.0,2.9,2,Accettabile
5364,2010-09-08,34,3,Buona,60.7,21.9,6,4,Molto Buona,3.4,2.2,20,4,Molto Buona,64.5,8.7,14,3,Buona,21.6,6.7,4,3,Buona,16.2,1.8,3,Buona
5365,2010-09-09,34,3,Buona,73.2,23.5,6,4,Molto Buona,3.5,1.8,20,3,Buona,83.9,16.8,14,4,Molto Buona,18.8,4.8,4,3,Buona,13.0,2.3,3,Buona
5366,2010-09-10,34,2,Accettabile,101.3,30.5,6,4,Molto Buona,3.9,1.7,20,3,Buona,81.5,13.4,14,4,Molto Buona,18.9,5.0,4,3,Buona,10.5,2.6,2,Accettabile
5367,2010-09-11,34,3,Buona,96.9,30.9,6,4,Molto Buona,6.1,3.0,20,3,Buona,111.1,11.8,14,4,Molto Buona,17.9,4.1,4,3,Buona,11.5,3.6,3,Buona
5368,2010-09-12,34,2,Accettabile,100.4,38.0,6,4,Molto Buona,4.2,1.9,20,2,Accettabile,124.2,9.8,13,3,Buona,21.6,4.4,4,3,Buona,16.8,3.5,2,Accettabile
5369,2010-09-13,34,3,Buona,83.7,23.6,7,4,Molto Buona,5.6,2.1,20,4,Molto Buona,67.9,9.3,13,3,Buona,21.1,6.7,3,3,Buona,14.0,5.7,3,Buona
5370,2010-09-14,35,2,Accettabile,104.0,31.7,6,4,Molto Buona,5.6,1.7,20,3,Buona,81.6,12.8,14,3,Buona,20.4,5.0,4,3,Buona,12.2,5.0,2,Accettabile
5371,2010-09-15,35,2,Accettabile,101.0,30.9,6,4,Molto Buona,8.2,4.5,20,2,Accettabile,121.8,10.7,14,3,Buona,27.1,6.1,4,3,Buona,15.8,3.9,2,Accettabile
5372,2010-09-16,34,3,Buona,90.9,24.2,7,4,Molto Buona,6.6,2.3,20,3,Buona,105.6,9.1,13,3,Buona,28.6,4.0,3,3,Buona,19.0,1.4,3,Buona
5373,2010-09-17,34,3,Buona,80.4,25.8,7,4,Molto Buona,4.8,2.7,20,4,Molto Buona,73.3,12.2,12,3,Buona,24.4,4.6,3,3,Buona,15.3,2.5,3,Buona
5374,2010-09-18,33,3,Buona,52.5,19.2,7,4,Molto Buona,4.2,1.9,19,4,Molto Buona,44.8,12.5,11,4,Molto Buona,14.0,6.2,3,4,Molto Buona,9.3,4.0,3,Buona
5375,2010-09-19,31,3,Buona,73.5,27.0,7,4,Molto Buona,8.3,7.8,19,4,Molto Buona,73.1,11.4,11,4,Molto Buona,11.4,3.6,3,4,Molto Buona,9.0,2.8,3,Buona
5376,2010-09-20,31,3,Buona,96.4,30.3,7,4,Molto Buona,3.9,1.9,19,4,Molto Buona,73.9,9.9,11,3,Buona,21.2,5.3,3,3,Buona,14.0,2.4,3,Buona
5377,2010-09-21,33,2,Accettabile,110.0,30.5,7,4,Molto Buona,6.0,2.2,19,4,Molto Buona,72.5,15.5,12,2,Accettabile,35.2,5.4,3,1,Scarsa,26.0,0.8,1,Scarsa
5378,2010-09-22,34,2,Accettabile,121.5,33.0,7,4,Molto Buona,7.9,4.1,19,3,Buona,88.0,14.0,12,3,Buona,34.7,12.2,4,1,Scarsa,28.0,3.7,1,Scarsa
5379,2010-09-23,33,2,Accettabile,117.7,32.2,7,4,Molto Buona,5.4,2.3,19,3,Buona,96.9,15.6,14,2,Accettabile,39.4,10.1,4,1,Scarsa,33.5,8.6,1,Scarsa
5380,2010-09-24,34,3,Buona,89.3,27.6,7,4,Molto Buona,4.5,2.4,18,3,Buona,82.3,10.6,13,2,Accettabile,35.8,10.5,4,1,Scarsa,32.5,3.3,1,Scarsa
5381,2010-09-25,34,3,Buona,63.1,18.1,7,4,Molto Buona,3.9,2.1,18,3,Buona,81.1,8.0,13,4,Molto Buona,9.3,4.7,4,4,Molto Buona,7.5,4.5,3,Buona
5382,2010-09-26,34,3,Buona,81.4,32.4,7,4,Molto Buona,3.7,2.4,18,4,Molto Buona,72.4,8.4,13,4,Molto Buona,9.6,5.1,4,4,Molto Buona,6.2,3.6,3,Buona
5383,2010-09-27,33,3,Buona,81.4,20.1,7,4,Molto Buona,3.5,2.0,19,4,Molto Buona,67.7,10.7,12,4,Molto Buona,12.2,4.0,4,4,Molto Buona,6.0,1.9,3,Buona
5384,2010-09-28,34,3,Buona,85.0,15.7,7,4,Molto Buona,3.8,1.8,20,4,Molto Buona,44.0,8.4,14,3,Buona,22.7,5.4,4,3,Buona,16.5,5.7,3,Buona
5385,2010-09-29,34,2,Accettabile,115.1,35.9,7,4,Molto Buona,7.6,2.0,19,4,Molto Buona,57.6,13.3,14,3,Buona,29.1,8.3,4,2,Accettabile,21.5,5.0,2,Accettabile
5386,2010-09-30,34,3,Buona,99.7,21.4,7,4,Molto Buona,6.4,1.8,19,4,Molto Buona,62.5,12.1,14,3,Buona,33.2,5.5,4,1,Scarsa,25.2,2.2,1,Scarsa
5387,2010-10-01,33,3,Buona,87.0,23.1,7,4,Molto Buona,4.2,1.2,19,4,Molto Buona,55.5,9.3,14,2,Accettabile,42.9,13.9,4,1,Scarsa,37.8,4.4,1,Scarsa
5388,2010-10-02,33,3,Buona,88.6,27.5,7,4,Molto Buona,3.5,1.4,19,4,Molto Buona,72.5,10.4,14,2,Accettabile,42.5,11.3,4,1,Scarsa,38.0,3.7,1,Scarsa
5389,2010-10-03,32,3,Buona,71.7,27.9,7,4,Molto Buona,3.1,1.4,19,4,Molto Buona,70.8,11.0,14,2,Accettabile,44.4,13.1,4,1,Scarsa,40.2,3.1,1,Scarsa
5390,2010-10-04,33,3,Buona,70.3,20.8,7,4,Molto Buona,3.3,0.9,19,4,Molto Buona,54.0,6.5,13,3,Buona,25.9,7.4,4,2,Accettabile,24.0,3.9,2,Accettabile
5391,2010-10-05,34,3,Buona,85.2,26.0,7,4,Molto Buona,10.5,14.5,20,4,Molto Buona,59.4,8.3,14,3,Buona,24.4,5.0,4,3,Buona,15.5,1.5,3,Buona
5392,2010-10-06,33,2,Accettabile,107.6,36.4,7,4,Molto Buona,5.6,2.1,19,4,Molto Buona,55.1,15.6,14,3,Buona,31.3,7.2,4,2,Accettabile,24.0,5.8,2,Accettabile
5393,2010-10-07,32,3,Buona,84.7,25.2,7,4,Molto Buona,4.5,1.9,18,4,Molto Buona,46.2,8.9,14,2,Accettabile,43.4,10.9,4,1,Scarsa,30.8,3.3,1,Scarsa
5394,2010-10-08,34,3,Buona,71.7,21.1,7,4,Molto Buona,3.7,2.0,20,4,Molto Buona,30.7,6.8,14,3,Buona,25.1,3.6,4,3,Buona,19.0,3.5,3,Buona
5395,2010-10-09,34,3,Buona,73.8,19.5,7,4,Molto Buona,3.4,1.6,20,4,Molto Buona,50.5,8.6,14,3,Buona,31.4,3.0,4,2,Accettabile,24.2,0.8,2,Accettabile
5396,2010-10-10,34,3,Buona,78.8,21.6,7,4,Molto Buona,4.4,2.1,20,4,Molto Buona,73.0,9.5,14,3,Buona,33.8,4.2,4,1,Scarsa,27.0,2.9,1,Scarsa
5397,2010-10-11,34,3,Buona,96.4,20.1,7,4,Molto Buona,7.7,5.6,20,4,Molto Buona,57.9,8.6,14,3,Buona,33.1,4.1,4,2,Accettabile,24.0,2.5,2,Accettabile
5398,2010-10-12,33,2,Accettabile,115.0,27.7,7,4,Molto Buona,6.0,2.2,20,4,Molto Buona,66.1,16.6,14,2,Accettabile,46.2,5.1,4,1,Scarsa,34.5,2.7,1,Scarsa
5399,2010-10-13,33,3,Buona,98.5,18.8,7,4,Molto Buona,7.1,2.9,20,4,Molto Buona,44.2,11.6,14,1,Scarsa,58.3,11.0,4,1,Scarsa,46.5,3.4,1,Scarsa
5400,2010-10-14,33,2,Accettabile,120.4,35.5,7,4,Molto Buona,7.2,2.3,20,4,Molto Buona,63.6,9.3,13,1,Scarsa,64.2,13.7,4,0,Molto Scarsa,53.8,4.6,0,Molto Scarsa
5401,2010-10-15,34,2,Accettabile,111.8,24.9,7,4,Molto Buona,6.5,1.9,20,4,Molto Buona,56.2,12.5,14,1,Scarsa,79.6,19.5,4,0,Molto Scarsa,69.5,5.7,0,Molto Scarsa
5402,2010-10-16,34,3,Buona,77.4,22.8,7,4,Molto Buona,4.7,1.4,20,4,Molto Buona,53.8,14.4,14,2,Accettabile,48.1,11.4,3,1,Scarsa,44.7,4.0,1,Scarsa
5403,2010-10-17,34,3,Buona,54.4,16.1,7,4,Molto Buona,3.0,1.2,19,4,Molto Buona,51.4,5.9,13,4,Molto Buona,13.5,2.9,4,3,Buona,11.0,2.9,3,Buona
5404,2010-10-18,33,3,Buona,87.6,19.0,7,4,Molto Buona,4.6,2.6,19,4,Molto Buona,32.2,8.1,14,3,Buona,27.9,5.8,4,2,Accettabile,23.5,4.2,2,Accettabile
5405,2010-10-19,33,2,Accettabile,115.1,26.3,7,4,Molto Buona,9.4,4.8,19,4,Molto Buona,35.2,11.6,13,2,Accettabile,38.1,8.2,4,1,Scarsa,28.2,5.1,1,Scarsa
5406,2010-10-20,32,3,Buona,96.0,30.4,7,4,Molto Buona,7.2,2.1,18,4,Molto Buona,66.2,14.2,13,3,Buona,24.9,9.2,3,3,Buona,17.3,4.9,3,Buona
5407,2010-10-21,33,2,Accettabile,124.4,35.4,7,4,Molto Buona,10.2,6.2,20,4,Molto Buona,45.7,19.0,13,3,Buona,28.3,6.9,3,3,Buona,15.3,1.7,2,Accettabile
5408,2010-10-22,34,2,Accettabile,100.6,21.9,7,4,Molto Buona,7.5,2.8,20,4,Molto Buona,29.3,9.1,14,2,Accettabile,47.4,6.2,4,1,Scarsa,39.0,2.5,1,Scarsa
5409,2010-10-23,34,3,Buona,82.8,17.4,7,4,Molto Buona,8.3,3.8,20,4,Molto Buona,9.9,5.2,14,1,Scarsa,73.6,16.4,4,0,Molto Scarsa,65.8,6.2,0,Molto Scarsa
5410,2010-10-24,34,3,Buona,69.5,13.9,7,4,Molto Buona,4.4,1.9,19,4,Molto Buona,12.4,5.5,14,1,Scarsa,66.5,20.4,4,0,Molto Scarsa,65.8,11.3,0,Molto Scarsa
5411,2010-10-25,34,3,Buona,70.9,21.4,7,4,Molto Buona,3.7,1.4,19,4,Molto Buona,43.9,14.5,13,4,Molto Buona,10.6,4.3,4,3,Buona,10.8,2.9,3,Buona
5412,2010-10-26,34,3,Buona,87.9,19.7,7,4,Molto Buona,6.4,2.5,19,4,Molto Buona,30.4,8.7,13,3,Buona,23.4,5.9,4,3,Buona,17.5,4.1,3,Buona
5413,2010-10-27,35,3,Buona,93.9,26.2,7,4,Molto Buona,5.2,1.8,19,4,Molto Buona,34.5,6.6,12,3,Buona,34.8,6.0,3,1,Scarsa,26.3,2.4,1,Scarsa
5414,2010-10-28,35,2,Accettabile,128.8,41.1,7,4,Molto Buona,8.4,4.2,19,4,Molto Buona,20.0,8.8,13,1,Scarsa,51.5,11.7,4,1,Scarsa,46.0,9.8,1,Scarsa
5415,2010-10-29,35,2,Accettabile,132.0,35.6,7,4,Molto Buona,8.8,5.5,20,4,Molto Buona,21.9,9.1,11,1,Scarsa,55.5,11.7,3,1,Scarsa,44.7,5.9,1,Scarsa
5416,2010-10-30,35,3,Buona,99.1,36.2,7,4,Molto Buona,8.2,4.2,20,4,Molto Buona,17.1,4.8,14,1,Scarsa,54.6,13.7,4,0,Molto Scarsa,51.5,9.9,0,Molto Scarsa
5417,2010-10-31,34,3,Buona,56.2,16.8,7,4,Molto Buona,3.4,2.9,20,4,Molto Buona,61.1,6.0,13,4,Molto Buona,16.4,7.9,2,3,Buona,14.5,2.5,3,Buona
5418,2010-11-01,34,3,Buona,56.5,18.5,6,4,Molto Buona,4.2,2.6,20,4,Molto Buona,63.1,8.6,14,4,Molto Buona,10.2,3.2,4,4,Molto Buona,7.8,2.2,3,Buona
5419,2010-11-02,34,3,Buona,94.4,26.8,6,4,Molto Buona,4.5,2.3,20,4,Molto Buona,20.0,9.6,13,3,Buona,25.5,7.0,4,3,Buona,19.5,3.8,3,Buona
5420,2010-11-03,35,3,Buona,89.5,23.7,6,4,Molto Buona,8.3,7.8,20,4,Molto Buona,21.2,6.4,12,3,Buona,34.3,7.0,4,1,Scarsa,25.8,3.1,1,Scarsa
5421,2010-11-04,35,3,Buona,97.2,28.5,6,4,Molto Buona,14.6,11.7,20,4,Molto Buona,18.3,5.1,13,1,Scarsa,52.6,10.7,4,1,Scarsa,42.2,3.5,1,Scarsa
5422,2010-11-05,35,3,Buona,86.6,22.5,7,4,Molto Buona,6.1,4.2,20,4,Molto Buona,21.7,9.0,14,1,Scarsa,57.1,10.1,4,1,Scarsa,47.0,6.1,1,Scarsa
5423,2010-11-06,34,3,Buona,75.5,18.1,6,4,Molto Buona,6.6,5.3,19,4,Molto Buona,25.6,10.2,14,2,Accettabile,48.9,10.2,4,1,Scarsa,42.8,6.7,1,Scarsa
5424,2010-11-07,34,3,Buona,54.2,13.5,6,4,Molto Buona,3.3,1.4,19,4,Molto Buona,28.8,5.9,13,2,Accettabile,35.6,9.5,4,1,Scarsa,34.5,3.2,1,Scarsa
5425,2010-11-08,34,3,Buona,78.4,21.8,6,4,Molto Buona,6.3,6.3,19,4,Molto Buona,41.9,7.8,14,4,Molto Buona,18.8,6.0,4,3,Buona,18.0,1.9,3,Buona
5426,2010-11-09,34,3,Buona,85.2,24.5,6,4,Molto Buona,3.2,0.5,19,4,Molto Buona,49.3,6.1,14,4,Molto Buona,18.9,5.9,4,3,Buona,14.0,3.5,3,Buona
5427,2010-11-10,35,3,Buona,70.9,17.5,7,4,Molto Buona,2.9,1.2,19,4,Molto Buona,8.8,4.3,12,3,Buona,35.0,6.4,4,1,Scarsa,28.2,3.6,1,Scarsa
5428,2010-11-11,35,2,Accettabile,102.2,27.3,7,4,Molto Buona,5.8,3.3,20,4,Molto Buona,14.3,7.5,13,1,Scarsa,50.5,12.5,3,1,Scarsa,39.7,5.8,1,Scarsa
5429,2010-11-12,35,2,Accettabile,105.1,25.5,7,4,Molto Buona,10.2,8.6,20,4,Molto Buona,30.0,14.0,13,1,Scarsa,53.8,15.4,2,1,Scarsa,42.0,6.0,1,Scarsa
5430,2010-11-13,35,3,Buona,78.2,17.8,7,4,Molto Buona,5.3,2.5,20,4,Molto Buona,7.2,2.6,13,1,Scarsa,64.9,10.6,4,0,Molto Scarsa,57.0,3.1,0,Molto Scarsa
5431,2010-11-14,34,3,Buona,70.0,17.9,7,4,Molto Buona,4.0,2.5,19,4,Molto Buona,7.1,4.0,13,1,Scarsa,58.8,14.1,3,0,Molto Scarsa,60.7,5.8,0,Molto Scarsa
5432,2010-11-15,34,3,Buona,67.2,17.0,7,4,Molto Buona,3.5,2.7,19,4,Molto Buona,7.5,4.4,14,1,Scarsa,52.9,18.9,4,0,Molto Scarsa,53.0,2.5,0,Molto Scarsa
5433,2010-11-16,35,3,Buona,74.3,22.9,7,4,Molto Buona,5.1,2.8,20,4,Molto Buona,20.6,9.4,14,4,Molto Buona,13.3,6.1,4,3,Buona,11.0,3.1,3,Buona
5434,2010-11-17,35,3,Buona,99.7,23.4,7,4,Molto Buona,6.7,3.0,20,4,Molto Buona,30.0,9.6,14,3,Buona,24.7,7.1,4,3,Buona,18.5,3.5,3,Buona
5435,2010-11-18,35,3,Buona,92.2,23.4,7,4,Molto Buona,6.5,3.1,20,4,Molto Buona,21.8,9.6,14,2,Accettabile,35.4,9.7,4,1,Scarsa,29.8,5.2,1,Scarsa
5436,2010-11-19,35,2,Accettabile,113.9,31.3,7,4,Molto Buona,7.2,4.8,20,4,Molto Buona,43.5,7.8,14,3,Buona,24.4,5.6,4,3,Buona,17.2,3.8,2,Accettabile
5437,2010-11-20,35,3,Buona,74.1,23.7,7,4,Molto Buona,5.8,5.8,20,4,Molto Buona,14.4,5.6,13,3,Buona,25.8,6.9,4,2,Accettabile,21.8,2.3,2,Accettabile
5438,2010-11-21,35,3,Buona,54.0,15.6,7,4,Molto Buona,2.6,2.7,20,4,Molto Buona,39.8,8.3,13,4,Molto Buona,10.6,4.5,4,3,Buona,10.8,1.9,3,Buona
5439,2010-11-22,35,3,Buona,81.5,20.4,7,4,Molto Buona,4.9,3.1,20,4,Molto Buona,31.0,8.9,12,3,Buona,23.0,8.0,4,3,Buona,19.5,5.4,3,Buona
5440,2010-11-23,35,3,Buona,92.1,20.2,7,4,Molto Buona,14.1,17.2,20,4,Molto Buona,13.0,9.4,14,2,Accettabile,43.5,16.7,4,1,Scarsa,34.2,7.2,1,Scarsa
5441,2010-11-24,35,2,Accettabile,131.7,45.1,7,4,Molto Buona,10.2,5.1,20,4,Molto Buona,25.3,16.2,14,2,Accettabile,40.3,15.1,4,1,Scarsa,29.0,8.9,1,Scarsa
5442,2010-11-25,34,2,Accettabile,121.4,31.5,7,4,Molto Buona,12.7,3.5,19,4,Molto Buona,17.1,6.5,13,1,Scarsa,54.0,13.1,4,1,Scarsa,43.8,8.9,1,Scarsa
5443,2010-11-26,35,3,Buona,85.1,16.7,7,4,Molto Buona,8.4,5.3,19,4,Molto Buona,33.0,15.2,14,3,Buona,21.3,9.5,4,2,Accettabile,21.5,9.9,2,Accettabile
5444,2010-11-27,35,3,Buona,93.4,24.1,7,4,Molto Buona,22.2,37.4,19,4,Molto Buona,37.2,12.3,14,3,Buona,28.3,7.4,4,2,Accettabile,21.5,7.4,2,Accettabile
5445,2010-11-28,35,3,Buona,67.9,17.7,7,4,Molto Buona,3.8,3.3,19,4,Molto Buona,32.9,10.3,14,3,Buona,21.6,4.6,4,2,Accettabile,20.8,3.3,2,Accettabile
5446,2010-11-29,35,2,Accettabile,143.2,44.7,7,4,Molto Buona,11.4,4.8,19,4,Molto Buona,21.6,7.5,14,2,Accettabile,45.3,10.3,4,1,Scarsa,33.8,7.8,1,Scarsa
5447,2010-11-30,35,2,Accettabile,106.9,24.3,7,4,Molto Buona,6.9,4.5,19,4,Molto Buona,24.5,16.6,14,3,Buona,34.3,9.7,4,2,Accettabile,22.2,8.7,2,Accettabile
5448,2010-12-01,34,3,Buona,90.7,22.8,7,4,Molto Buona,4.1,3.1,19,4,Molto Buona,25.0,6.3,14,3,Buona,24.1,6.5,4,3,Buona,20.0,6.5,3,Buona
5449,2010-12-02,35,3,Buona,92.2,22.8,7,4,Molto Buona,4.0,2.5,19,4,Molto Buona,7.5,5.1,13,2,Accettabile,42.5,9.2,4,1,Scarsa,36.2,5.8,1,Scarsa
5450,2010-12-03,35,3,Buona,95.0,20.9,7,4,Molto Buona,3.4,1.9,20,4,Molto Buona,14.0,9.3,13,2,Accettabile,42.2,6.5,4,1,Scarsa,36.2,8.4,1,Scarsa
5451,2010-12-04,35,2,Accettabile,101.4,30.7,7,4,Molto Buona,4.6,2.9,20,4,Molto Buona,25.0,7.2,14,2,Accettabile,42.9,7.5,4,1,Scarsa,36.0,9.7,1,Scarsa
5452,2010-12-05,35,3,Buona,86.9,26.6,7,4,Molto Buona,3.5,1.6,20,4,Molto Buona,11.1,6.2,14,2,Accettabile,41.8,7.3,4,1,Scarsa,39.8,8.9,1,Scarsa
5453,2010-12-06,35,2,Accettabile,100.7,27.9,7,4,Molto Buona,3.7,1.4,20,4,Molto Buona,7.5,3.3,14,2,Accettabile,41.4,9.5,4,1,Scarsa,44.2,14.3,1,Scarsa
5454,2010-12-07,34,2,Accettabile,103.3,28.1,7,4,Molto Buona,5.8,3.6,20,4,Molto Buona,7.4,5.7,14,1,Scarsa,59.7,15.3,4,0,Molto Scarsa,56.5,15.5,0,Molto Scarsa
5455,2010-12-08,33,3,Buona,84.1,22.7,7,4,Molto Buona,4.0,1.2,20,4,Molto Buona,6.2,3.9,14,2,Accettabile,49.6,20.4,4,1,Scarsa,49.2,22.5,1,Scarsa
5456,2010-12-09,33,3,Buona,80.0,25.7,7,4,Molto Buona,5.7,4.2,20,4,Molto Buona,60.4,9.5,14,3,Buona,23.6,9.6,4,3,Buona,17.2,5.8,3,Buona
5457,2010-12-10,33,2,Accettabile,124.8,34.1,7,4,Molto Buona,10.5,7.4,20,4,Molto Buona,64.4,11.0,14,3,Buona,31.9,9.6,4,3,Buona,15.2,4.8,2,Accettabile
5458,2010-12-11,33,2,Accettabile,120.6,33.2,7,4,Molto Buona,9.5,6.6,20,4,Molto Buona,31.2,6.6,14,2,Accettabile,50.0,7.5,4,1,Scarsa,33.8,7.8,1,Scarsa
5459,2010-12-12,33,2,Accettabile,101.3,29.7,7,4,Molto Buona,8.1,5.0,20,4,Molto Buona,26.9,13.8,14,1,Scarsa,51.6,15.9,4,1,Scarsa,42.8,7.6,1,Scarsa
